"Date","Open","High","Low","Close","Volume"
"Wed May 03 2023 11:55:00 GMT+0530 (India Standard Time)","18144.00","18150.00","18137.20","18147.15","46100.00"
"Wed May 03 2023 12:05:00 GMT+0530 (India Standard Time)","18146.35","18149.90","18135.30","18137.35","65000.00"
"Wed May 03 2023 12:15:00 GMT+0530 (India Standard Time)","18137.35","18141.00","18130.05","18134.40","69200.00"
"Wed May 03 2023 12:25:00 GMT+0530 (India Standard Time)","18134.40","18146.80","18131.00","18145.20","94450.00"
"Wed May 03 2023 12:35:00 GMT+0530 (India Standard Time)","18145.10","18148.85","18136.10","18138.00","62350.00"
"Wed May 03 2023 12:45:00 GMT+0530 (India Standard Time)","18141.00","18160.15","18139.65","18156.85","95450.00"
"Wed May 03 2023 12:55:00 GMT+0530 (India Standard Time)","18154.95","18163.00","18150.45","18160.10","55350.00"
"Wed May 03 2023 13:05:00 GMT+0530 (India Standard Time)","18158.60","18165.00","18146.10","18148.00","65400.00"
"Wed May 03 2023 13:15:00 GMT+0530 (India Standard Time)","18146.60","18160.00","18144.00","18151.25","73850.00"
"Wed May 03 2023 13:25:00 GMT+0530 (India Standard Time)","18151.35","18163.80","18149.00","18149.00","73350.00"
"Wed May 03 2023 13:35:00 GMT+0530 (India Standard Time)","18149.00","18156.35","18141.05","18143.95","62000.00"
"Wed May 03 2023 13:45:00 GMT+0530 (India Standard Time)","18147.55","18147.90","18103.00","18108.80","310550.00"
"Wed May 03 2023 13:55:00 GMT+0530 (India Standard Time)","18104.25","18145.10","18100.30","18140.00","692650.00"
"Wed May 03 2023 14:05:00 GMT+0530 (India Standard Time)","18140.00","18147.55","18119.70","18132.50","1144250.00"
"Wed May 03 2023 14:15:00 GMT+0530 (India Standard Time)","18132.50","18139.45","18126.00","18138.00","54150.00"
"Wed May 03 2023 14:25:00 GMT+0530 (India Standard Time)","18138.00","18160.05","18135.85","18154.05","130700.00"
"Wed May 03 2023 14:35:00 GMT+0530 (India Standard Time)","18158.20","18160.30","18145.65","18146.95","135450.00"
"Wed May 03 2023 14:45:00 GMT+0530 (India Standard Time)","18148.00","18156.30","18145.40","18148.65","89700.00"
"Wed May 03 2023 14:55:00 GMT+0530 (India Standard Time)","18148.10","18151.25","18129.05","18147.00","185950.00"
"Wed May 03 2023 15:05:00 GMT+0530 (India Standard Time)","18147.00","18163.60","18138.05","18161.15","154400.00"
"Wed May 03 2023 15:15:00 GMT+0530 (India Standard Time)","18160.85","18163.30","18151.00","18151.25","213500.00"
"Wed May 03 2023 15:25:00 GMT+0530 (India Standard Time)","18152.10","18153.05","18142.00","18147.30","167100.00"
"Thu May 04 2023 09:15:00 GMT+0530 (India Standard Time)","18119.85","18161.55","18113.15","18159.80","444950.00"
"Thu May 04 2023 09:25:00 GMT+0530 (India Standard Time)","18158.95","18167.75","18151.35","18163.00","201250.00"
"Thu May 04 2023 09:35:00 GMT+0530 (India Standard Time)","18162.95","18163.00","18147.25","18160.00","178450.00"
"Thu May 04 2023 09:45:00 GMT+0530 (India Standard Time)","18160.00","18165.70","18155.55","18160.15","90500.00"
"Thu May 04 2023 09:55:00 GMT+0530 (India Standard Time)","18159.90","18180.00","18156.00","18179.70","202450.00"
"Thu May 04 2023 10:05:00 GMT+0530 (India Standard Time)","18179.00","18182.45","18173.65","18176.40","82500.00"
"Thu May 04 2023 10:15:00 GMT+0530 (India Standard Time)","18179.00","18180.45","18173.50","18175.00","62550.00"
"Thu May 04 2023 10:25:00 GMT+0530 (India Standard Time)","18175.00","18188.60","18175.00","18184.00","96300.00"
"Thu May 04 2023 10:35:00 GMT+0530 (India Standard Time)","18182.90","18194.70","18182.90","18193.85","85950.00"
"Thu May 04 2023 10:45:00 GMT+0530 (India Standard Time)","18195.00","18195.00","18187.00","18189.00","64800.00"
"Thu May 04 2023 10:55:00 GMT+0530 (India Standard Time)","18190.00","18204.70","18188.50","18203.00","114750.00"
"Thu May 04 2023 11:05:00 GMT+0530 (India Standard Time)","18203.40","18208.75","18196.40","18206.60","73150.00"
"Thu May 04 2023 11:15:00 GMT+0530 (India Standard Time)","18206.60","18209.85","18199.30","18200.00","59450.00"
"Thu May 04 2023 11:25:00 GMT+0530 (India Standard Time)","18200.00","18204.95","18192.15","18203.05","78050.00"
"Thu May 04 2023 11:35:00 GMT+0530 (India Standard Time)","18203.05","18217.55","18203.05","18214.00","132400.00"
"Thu May 04 2023 11:45:00 GMT+0530 (India Standard Time)","18213.90","18214.00","18201.60","18205.00","42750.00"
"Thu May 04 2023 11:55:00 GMT+0530 (India Standard Time)","18204.70","18214.00","18202.40","18209.95","37700.00"
"Thu May 04 2023 12:05:00 GMT+0530 (India Standard Time)","18209.95","18212.00","18202.00","18202.00","59200.00"
"Thu May 04 2023 12:15:00 GMT+0530 (India Standard Time)","18202.00","18221.00","18201.20","18218.50","104150.00"
"Thu May 04 2023 12:25:00 GMT+0530 (India Standard Time)","18218.00","18222.20","18213.85","18216.20","53150.00"
"Thu May 04 2023 12:35:00 GMT+0530 (India Standard Time)","18216.20","18222.30","18210.00","18221.00","53500.00"
"Thu May 04 2023 12:45:00 GMT+0530 (India Standard Time)","18220.00","18223.45","18215.00","18221.70","127350.00"
"Thu May 04 2023 12:55:00 GMT+0530 (India Standard Time)","18221.70","18236.90","18213.55","18236.35","116600.00"
"Thu May 04 2023 13:05:00 GMT+0530 (India Standard Time)","18237.00","18250.00","18232.75","18242.10","320000.00"
"Thu May 04 2023 13:15:00 GMT+0530 (India Standard Time)","18244.70","18246.00","18233.95","18238.75","102300.00"
"Thu May 04 2023 13:25:00 GMT+0530 (India Standard Time)","18238.75","18247.45","18237.30","18242.05","76600.00"
"Thu May 04 2023 13:35:00 GMT+0530 (India Standard Time)","18242.60","18245.00","18237.55","18245.00","52500.00"
"Thu May 04 2023 13:45:00 GMT+0530 (India Standard Time)","18245.00","18249.95","18240.00","18243.00","64650.00"
"Thu May 04 2023 13:55:00 GMT+0530 (India Standard Time)","18243.50","18248.65","18230.00","18240.75","103000.00"
"Thu May 04 2023 14:05:00 GMT+0530 (India Standard Time)","18240.55","18246.45","18233.15","18237.00","135800.00"
"Thu May 04 2023 14:15:00 GMT+0530 (India Standard Time)","18237.45","18255.50","18235.65","18255.50","124850.00"
"Thu May 04 2023 14:25:00 GMT+0530 (India Standard Time)","18255.40","18258.00","18248.95","18254.95","128850.00"
"Thu May 04 2023 14:35:00 GMT+0530 (India Standard Time)","18255.05","18273.00","18254.50","18265.75","200350.00"
"Thu May 04 2023 14:45:00 GMT+0530 (India Standard Time)","18265.70","18280.30","18264.25","18278.00","179350.00"
"Thu May 04 2023 14:55:00 GMT+0530 (India Standard Time)","18279.00","18305.55","18276.50","18298.90","364000.00"
"Thu May 04 2023 15:05:00 GMT+0530 (India Standard Time)","18297.05","18315.30","18294.25","18306.55","396400.00"
"Thu May 04 2023 15:15:00 GMT+0530 (India Standard Time)","18306.15","18307.50","18280.20","18282.05","601000.00"
"Thu May 04 2023 15:25:00 GMT+0530 (India Standard Time)","18282.75","18287.00","18277.00","18287.00","308800.00"
"Fri May 05 2023 09:15:00 GMT+0530 (India Standard Time)","18180.00","18247.35","18180.00","18217.05","961600.00"
"Fri May 05 2023 09:25:00 GMT+0530 (India Standard Time)","18215.35","18234.25","18206.95","18231.25","307100.00"
"Fri May 05 2023 09:35:00 GMT+0530 (India Standard Time)","18231.00","18235.45","18220.05","18224.10","228700.00"
"Fri May 05 2023 09:45:00 GMT+0530 (India Standard Time)","18224.30","18232.20","18221.55","18230.10","136450.00"
"Fri May 05 2023 09:55:00 GMT+0530 (India Standard Time)","18230.10","18245.00","18228.60","18241.20","196650.00"
"Fri May 05 2023 10:05:00 GMT+0530 (India Standard Time)","18242.40","18255.85","18241.00","18252.00","131650.00"
"Fri May 05 2023 10:15:00 GMT+0530 (India Standard Time)","18251.20","18260.75","18242.10","18255.65","138850.00"
"Fri May 05 2023 10:25:00 GMT+0530 (India Standard Time)","18255.60","18265.30","18251.00","18252.00","129200.00"
"Fri May 05 2023 10:35:00 GMT+0530 (India Standard Time)","18251.20","18265.00","18251.20","18264.60","99650.00"
"Fri May 05 2023 10:45:00 GMT+0530 (India Standard Time)","18264.65","18266.90","18257.30","18264.00","75150.00"
"Fri May 05 2023 10:55:00 GMT+0530 (India Standard Time)","18263.00","18265.00","18230.55","18235.80","159150.00"
"Fri May 05 2023 11:05:00 GMT+0530 (India Standard Time)","18235.80","18239.55","18191.30","18207.15","469050.00"
"Fri May 05 2023 11:15:00 GMT+0530 (India Standard Time)","18204.00","18207.15","18155.70","18170.00","580050.00"
"Fri May 05 2023 11:25:00 GMT+0530 (India Standard Time)","18167.80","18189.90","18166.75","18185.85","189650.00"
"Fri May 05 2023 11:35:00 GMT+0530 (India Standard Time)","18186.00","18196.70","18176.95","18188.55","128600.00"
"Fri May 05 2023 11:45:00 GMT+0530 (India Standard Time)","18188.55","18188.55","18138.95","18150.00","348250.00"
"Fri May 05 2023 11:55:00 GMT+0530 (India Standard Time)","18150.00","18158.00","18126.55","18137.45","323300.00"
"Fri May 05 2023 12:05:00 GMT+0530 (India Standard Time)","18137.00","18177.35","18135.20","18175.45","267800.00"
"Fri May 05 2023 12:15:00 GMT+0530 (India Standard Time)","18177.30","18195.25","18166.30","18185.25","185950.00"
"Fri May 05 2023 12:25:00 GMT+0530 (India Standard Time)","18186.00","18204.10","18176.15","18193.50","122450.00"
"Fri May 05 2023 12:35:00 GMT+0530 (India Standard Time)","18193.50","18200.00","18176.00","18195.05","99550.00"
"Fri May 05 2023 12:45:00 GMT+0530 (India Standard Time)","18195.35","18213.00","18187.65","18211.00","147400.00"
"Fri May 05 2023 12:55:00 GMT+0530 (India Standard Time)","18212.20","18222.80","18173.85","18175.55","153150.00"
"Fri May 05 2023 13:05:00 GMT+0530 (India Standard Time)","18174.30","18203.00","18172.30","18201.90","81950.00"
"Fri May 05 2023 13:15:00 GMT+0530 (India Standard Time)","18201.90","18206.00","18186.05","18202.05","52350.00"
"Fri May 05 2023 13:25:00 GMT+0530 (India Standard Time)","18202.05","18215.60","18188.00","18189.40","84450.00"
"Fri May 05 2023 13:35:00 GMT+0530 (India Standard Time)","18188.00","18202.20","18178.95","18192.60","116950.00"
"Fri May 05 2023 13:45:00 GMT+0530 (India Standard Time)","18192.20","18192.60","18153.00","18161.80","216450.00"
"Fri May 05 2023 13:55:00 GMT+0530 (India Standard Time)","18165.00","18190.00","18161.80","18178.00","96600.00"
"Fri May 05 2023 14:05:00 GMT+0530 (India Standard Time)","18177.80","18197.85","18171.10","18195.10","87300.00"
"Fri May 05 2023 14:15:00 GMT+0530 (India Standard Time)","18196.85","18204.90","18185.90","18195.00","126000.00"
"Fri May 05 2023 14:25:00 GMT+0530 (India Standard Time)","18193.60","18199.55","18161.15","18177.35","126600.00"
"Fri May 05 2023 14:35:00 GMT+0530 (India Standard Time)","18175.10","18184.65","18168.00","18178.90","81300.00"
"Fri May 05 2023 14:45:00 GMT+0530 (India Standard Time)","18178.90","18182.00","18144.00","18163.95","181550.00"
"Fri May 05 2023 14:55:00 GMT+0530 (India Standard Time)","18164.80","18167.95","18121.50","18123.90","338400.00"
"Fri May 05 2023 15:05:00 GMT+0530 (India Standard Time)","18124.50","18147.85","18115.00","18131.55","366200.00"
"Fri May 05 2023 15:15:00 GMT+0530 (India Standard Time)","18133.75","18140.00","18118.80","18122.00","314700.00"
"Fri May 05 2023 15:25:00 GMT+0530 (India Standard Time)","18122.95","18133.70","18121.50","18130.10","181650.00"
"Mon May 08 2023 09:15:00 GMT+0530 (India Standard Time)","18160.00","18215.00","18150.55","18214.35","533450.00"
"Mon May 08 2023 09:25:00 GMT+0530 (India Standard Time)","18215.00","18234.00","18207.10","18230.10","401550.00"
"Mon May 08 2023 09:35:00 GMT+0530 (India Standard Time)","18231.85","18240.00","18220.00","18236.25","208100.00"
"Mon May 08 2023 09:45:00 GMT+0530 (India Standard Time)","18236.15","18260.00","18236.15","18251.50","323150.00"
"Mon May 08 2023 09:55:00 GMT+0530 (India Standard Time)","18253.00","18269.35","18251.00","18267.30","174450.00"
"Mon May 08 2023 10:05:00 GMT+0530 (India Standard Time)","18267.50","18267.50","18240.20","18244.00","152100.00"
"Mon May 08 2023 10:15:00 GMT+0530 (India Standard Time)","18241.00","18282.25","18240.80","18280.25","233950.00"
"Mon May 08 2023 10:25:00 GMT+0530 (India Standard Time)","18280.20","18288.65","18271.00","18275.85","164500.00"
"Mon May 08 2023 10:35:00 GMT+0530 (India Standard Time)","18276.05","18293.40","18275.50","18290.50","173100.00"
"Mon May 08 2023 10:45:00 GMT+0530 (India Standard Time)","18290.40","18296.00","18276.05","18279.95","164200.00"
"Mon May 08 2023 10:55:00 GMT+0530 (India Standard Time)","18280.00","18290.70","18271.90","18276.40","105750.00"
"Mon May 08 2023 11:05:00 GMT+0530 (India Standard Time)","18277.00","18286.05","18265.75","18284.95","142100.00"
"Mon May 08 2023 11:15:00 GMT+0530 (India Standard Time)","18288.45","18293.15","18278.25","18283.95","83400.00"
"Mon May 08 2023 11:25:00 GMT+0530 (India Standard Time)","18283.00","18299.95","18281.00","18297.00","145800.00"
"Mon May 08 2023 11:35:00 GMT+0530 (India Standard Time)","18297.00","18309.40","18295.00","18300.80","156950.00"
"Mon May 08 2023 11:45:00 GMT+0530 (India Standard Time)","18300.80","18315.15","18300.80","18309.00","106300.00"
"Mon May 08 2023 11:55:00 GMT+0530 (India Standard Time)","18309.00","18319.35","18296.00","18314.50","106100.00"
"Mon May 08 2023 12:05:00 GMT+0530 (India Standard Time)","18314.50","18327.20","18310.05","18321.00","157350.00"
"Mon May 08 2023 12:15:00 GMT+0530 (India Standard Time)","18320.00","18322.00","18311.55","18313.50","101500.00"
"Mon May 08 2023 12:25:00 GMT+0530 (India Standard Time)","18313.50","18324.00","18308.10","18320.00","97000.00"
"Mon May 08 2023 12:35:00 GMT+0530 (India Standard Time)","18319.55","18332.75","18315.65","18328.30","118700.00"
"Mon May 08 2023 12:45:00 GMT+0530 (India Standard Time)","18328.30","18330.05","18321.30","18326.70","70600.00"
"Mon May 08 2023 12:55:00 GMT+0530 (India Standard Time)","18326.70","18329.85","18312.00","18316.40","61500.00"
"Mon May 08 2023 13:05:00 GMT+0530 (India Standard Time)","18316.40","18328.60","18314.80","18326.00","50200.00"
"Mon May 08 2023 13:15:00 GMT+0530 (India Standard Time)","18326.75","18340.00","18325.10","18333.00","101300.00"
"Mon May 08 2023 13:25:00 GMT+0530 (India Standard Time)","18333.00","18340.00","18328.50","18335.00","44950.00"
"Mon May 08 2023 13:35:00 GMT+0530 (India Standard Time)","18335.00","18341.00","18321.45","18325.00","59650.00"
"Mon May 08 2023 13:45:00 GMT+0530 (India Standard Time)","18328.40","18332.85","18314.00","18329.40","68650.00"
"Mon May 08 2023 13:55:00 GMT+0530 (India Standard Time)","18330.10","18344.70","18329.40","18331.55","90900.00"
"Mon May 08 2023 14:05:00 GMT+0530 (India Standard Time)","18331.60","18342.40","18329.05","18332.95","58100.00"
"Mon May 08 2023 14:15:00 GMT+0530 (India Standard Time)","18330.00","18333.45","18312.25","18324.70","105250.00"
"Mon May 08 2023 14:25:00 GMT+0530 (India Standard Time)","18325.15","18331.65","18316.00","18321.40","87100.00"
"Mon May 08 2023 14:35:00 GMT+0530 (India Standard Time)","18321.35","18330.75","18314.00","18323.70","112000.00"
"Mon May 08 2023 14:45:00 GMT+0530 (India Standard Time)","18325.00","18328.80","18309.65","18317.40","171950.00"
"Mon May 08 2023 14:55:00 GMT+0530 (India Standard Time)","18316.95","18329.55","18302.50","18309.40","172850.00"
"Mon May 08 2023 15:05:00 GMT+0530 (India Standard Time)","18308.40","18314.95","18291.00","18307.80","264650.00"
"Mon May 08 2023 15:15:00 GMT+0530 (India Standard Time)","18308.00","18325.00","18304.15","18325.00","282200.00"
"Mon May 08 2023 15:25:00 GMT+0530 (India Standard Time)","18324.20","18325.00","18313.80","18317.50","134000.00"
"Tue May 09 2023 09:15:00 GMT+0530 (India Standard Time)","18335.60","18352.70","18328.95","18340.00","285750.00"
"Tue May 09 2023 09:25:00 GMT+0530 (India Standard Time)","18339.70","18342.00","18319.50","18329.85","196150.00"
"Tue May 09 2023 09:35:00 GMT+0530 (India Standard Time)","18330.85","18358.00","18322.60","18358.00","198250.00"
"Tue May 09 2023 09:45:00 GMT+0530 (India Standard Time)","18358.00","18375.00","18358.00","18370.00","205650.00"
"Tue May 09 2023 09:55:00 GMT+0530 (India Standard Time)","18369.85","18378.50","18365.70","18368.50","108800.00"
"Tue May 09 2023 10:05:00 GMT+0530 (India Standard Time)","18368.20","18378.25","18368.00","18375.05","107250.00"
"Tue May 09 2023 10:15:00 GMT+0530 (India Standard Time)","18374.60","18378.45","18371.50","18377.50","129300.00"
"Tue May 09 2023 10:25:00 GMT+0530 (India Standard Time)","18377.50","18383.55","18360.10","18370.00","135100.00"
"Tue May 09 2023 10:35:00 GMT+0530 (India Standard Time)","18373.00","18377.80","18364.65","18375.10","72350.00"
"Tue May 09 2023 10:45:00 GMT+0530 (India Standard Time)","18375.00","18384.00","18374.95","18381.70","89950.00"
"Tue May 09 2023 10:55:00 GMT+0530 (India Standard Time)","18382.00","18388.10","18380.00","18383.00","79900.00"
"Tue May 09 2023 11:05:00 GMT+0530 (India Standard Time)","18381.45","18386.45","18372.35","18375.00","79950.00"
"Tue May 09 2023 11:15:00 GMT+0530 (India Standard Time)","18375.00","18375.85","18364.00","18366.75","76700.00"
"Tue May 09 2023 11:25:00 GMT+0530 (India Standard Time)","18366.75","18375.00","18364.35","18371.00","33050.00"
"Tue May 09 2023 11:35:00 GMT+0530 (India Standard Time)","18371.50","18376.90","18357.60","18372.25","85700.00"
"Tue May 09 2023 11:45:00 GMT+0530 (India Standard Time)","18372.25","18377.80","18363.50","18369.95","37850.00"
"Tue May 09 2023 11:55:00 GMT+0530 (India Standard Time)","18369.95","18378.00","18367.80","18374.10","27950.00"
"Tue May 09 2023 12:05:00 GMT+0530 (India Standard Time)","18374.10","18379.00","18370.00","18371.60","37050.00"
"Tue May 09 2023 12:15:00 GMT+0530 (India Standard Time)","18371.60","18375.00","18363.75","18369.35","30550.00"
"Tue May 09 2023 12:25:00 GMT+0530 (India Standard Time)","18369.35","18375.00","18363.00","18370.00","39800.00"
"Tue May 09 2023 12:35:00 GMT+0530 (India Standard Time)","18370.00","18371.75","18365.00","18368.50","32300.00"
"Tue May 09 2023 12:45:00 GMT+0530 (India Standard Time)","18368.50","18368.80","18340.00","18340.45","141000.00"
"Tue May 09 2023 12:55:00 GMT+0530 (India Standard Time)","18340.00","18349.00","18333.00","18339.00","145650.00"
"Tue May 09 2023 13:05:00 GMT+0530 (India Standard Time)","18339.00","18343.30","18324.25","18331.10","158850.00"
"Tue May 09 2023 13:15:00 GMT+0530 (India Standard Time)","18331.10","18342.10","18321.30","18332.95","149450.00"
"Tue May 09 2023 13:25:00 GMT+0530 (India Standard Time)","18333.90","18336.00","18312.50","18312.50","144700.00"
"Tue May 09 2023 13:35:00 GMT+0530 (India Standard Time)","18314.70","18328.90","18312.50","18321.70","68550.00"
"Tue May 09 2023 13:45:00 GMT+0530 (India Standard Time)","18321.70","18328.90","18305.00","18305.00","110450.00"
"Tue May 09 2023 13:55:00 GMT+0530 (India Standard Time)","18306.15","18313.95","18270.25","18280.55","431400.00"
"Tue May 09 2023 14:05:00 GMT+0530 (India Standard Time)","18283.00","18313.05","18277.00","18302.90","199300.00"
"Tue May 09 2023 14:15:00 GMT+0530 (India Standard Time)","18303.10","18309.45","18291.45","18293.60","106350.00"
"Tue May 09 2023 14:25:00 GMT+0530 (India Standard Time)","18292.90","18324.85","18292.40","18322.00","120400.00"
"Tue May 09 2023 14:35:00 GMT+0530 (India Standard Time)","18321.80","18324.90","18301.20","18303.40","74500.00"
"Tue May 09 2023 14:45:00 GMT+0530 (India Standard Time)","18303.20","18313.75","18293.00","18305.45","76850.00"
"Tue May 09 2023 14:55:00 GMT+0530 (India Standard Time)","18305.45","18320.00","18302.75","18312.90","91050.00"
"Tue May 09 2023 15:05:00 GMT+0530 (India Standard Time)","18314.85","18319.80","18306.00","18308.35","187950.00"
"Tue May 09 2023 15:15:00 GMT+0530 (India Standard Time)","18308.35","18311.30","18294.15","18300.80","226650.00"
"Tue May 09 2023 15:25:00 GMT+0530 (India Standard Time)","18300.80","18305.25","18300.00","18304.55","110800.00"
"Wed May 10 2023 09:15:00 GMT+0530 (India Standard Time)","18325.00","18356.00","18325.00","18346.00","322300.00"
"Wed May 10 2023 09:25:00 GMT+0530 (India Standard Time)","18347.65","18348.80","18292.50","18305.00","286400.00"
"Wed May 10 2023 09:35:00 GMT+0530 (India Standard Time)","18306.90","18306.90","18272.00","18272.80","221450.00"
"Wed May 10 2023 09:45:00 GMT+0530 (India Standard Time)","18272.60","18291.70","18269.00","18275.00","221300.00"
"Wed May 10 2023 09:55:00 GMT+0530 (India Standard Time)","18275.00","18280.40","18256.70","18257.00","222000.00"
"Wed May 10 2023 10:05:00 GMT+0530 (India Standard Time)","18259.45","18276.15","18255.55","18272.10","194700.00"
"Wed May 10 2023 10:15:00 GMT+0530 (India Standard Time)","18271.15","18291.00","18269.25","18288.80","155150.00"
"Wed May 10 2023 10:25:00 GMT+0530 (India Standard Time)","18289.15","18300.00","18285.05","18298.75","119000.00"
"Wed May 10 2023 10:35:00 GMT+0530 (India Standard Time)","18298.75","18312.60","18282.30","18285.00","139150.00"
"Wed May 10 2023 10:45:00 GMT+0530 (India Standard Time)","18287.20","18297.80","18277.35","18290.25","67900.00"
"Wed May 10 2023 10:55:00 GMT+0530 (India Standard Time)","18290.25","18291.45","18281.10","18281.10","44550.00"
"Wed May 10 2023 11:05:00 GMT+0530 (India Standard Time)","18281.10","18299.30","18279.00","18299.00","51850.00"
"Wed May 10 2023 11:15:00 GMT+0530 (India Standard Time)","18299.00","18306.95","18292.05","18296.20","58700.00"
"Wed May 10 2023 11:25:00 GMT+0530 (India Standard Time)","18297.50","18314.30","18296.20","18311.45","70900.00"
"Wed May 10 2023 11:35:00 GMT+0530 (India Standard Time)","18311.45","18325.80","18311.45","18318.30","140750.00"
"Wed May 10 2023 11:45:00 GMT+0530 (India Standard Time)","18318.00","18333.95","18317.25","18324.00","131700.00"
"Wed May 10 2023 11:55:00 GMT+0530 (India Standard Time)","18324.00","18324.50","18305.00","18315.75","59850.00"
"Wed May 10 2023 12:05:00 GMT+0530 (India Standard Time)","18315.75","18320.00","18305.40","18318.00","38650.00"
"Wed May 10 2023 12:15:00 GMT+0530 (India Standard Time)","18318.00","18326.85","18312.70","18324.05","53550.00"
"Wed May 10 2023 12:25:00 GMT+0530 (India Standard Time)","18324.40","18329.30","18315.00","18320.00","45600.00"
"Wed May 10 2023 12:35:00 GMT+0530 (India Standard Time)","18320.00","18328.95","18313.30","18326.00","38250.00"
"Wed May 10 2023 12:45:00 GMT+0530 (India Standard Time)","18326.00","18333.00","18321.00","18331.55","61500.00"
"Wed May 10 2023 12:55:00 GMT+0530 (India Standard Time)","18331.55","18334.55","18317.00","18327.50","65650.00"
"Wed May 10 2023 13:05:00 GMT+0530 (India Standard Time)","18327.50","18329.80","18315.10","18326.45","44300.00"
"Wed May 10 2023 13:15:00 GMT+0530 (India Standard Time)","18327.05","18330.00","18295.60","18296.65","109650.00"
"Wed May 10 2023 13:25:00 GMT+0530 (India Standard Time)","18296.65","18298.45","18280.00","18285.65","160500.00"
"Wed May 10 2023 13:35:00 GMT+0530 (India Standard Time)","18285.95","18300.90","18275.00","18296.10","147900.00"
"Wed May 10 2023 13:45:00 GMT+0530 (India Standard Time)","18297.65","18306.00","18288.10","18306.00","41650.00"
"Wed May 10 2023 13:55:00 GMT+0530 (India Standard Time)","18306.00","18322.95","18306.00","18315.30","96500.00"
"Wed May 10 2023 14:05:00 GMT+0530 (India Standard Time)","18315.30","18328.00","18311.90","18327.95","67700.00"
"Wed May 10 2023 14:15:00 GMT+0530 (India Standard Time)","18327.95","18341.75","18326.00","18339.00","152300.00"
"Wed May 10 2023 14:25:00 GMT+0530 (India Standard Time)","18338.30","18339.00","18315.55","18318.85","62150.00"
"Wed May 10 2023 14:35:00 GMT+0530 (India Standard Time)","18318.75","18327.80","18311.05","18319.10","43450.00"
"Wed May 10 2023 14:45:00 GMT+0530 (India Standard Time)","18319.75","18322.40","18305.05","18313.55","57100.00"
"Wed May 10 2023 14:55:00 GMT+0530 (India Standard Time)","18313.55","18350.05","18313.15","18350.00","193200.00"
"Wed May 10 2023 15:05:00 GMT+0530 (India Standard Time)","18351.55","18358.15","18344.90","18345.20","252900.00"
"Wed May 10 2023 15:15:00 GMT+0530 (India Standard Time)","18345.25","18350.00","18342.55","18346.00","181500.00"
"Wed May 10 2023 15:25:00 GMT+0530 (India Standard Time)","18346.00","18347.40","18338.00","18343.00","175450.00"
"Thu May 11 2023 09:15:00 GMT+0530 (India Standard Time)","18375.10","18389.95","18347.05","18356.00","487850.00"
"Thu May 11 2023 09:25:00 GMT+0530 (India Standard Time)","18352.50","18364.95","18340.00","18355.80","195400.00"
"Thu May 11 2023 09:35:00 GMT+0530 (India Standard Time)","18353.90","18360.00","18322.10","18347.45","199700.00"
"Thu May 11 2023 09:45:00 GMT+0530 (India Standard Time)","18345.90","18358.10","18320.50","18340.00","195050.00"
"Thu May 11 2023 09:55:00 GMT+0530 (India Standard Time)","18340.00","18352.90","18330.45","18340.20","144050.00"
"Thu May 11 2023 10:05:00 GMT+0530 (India Standard Time)","18340.70","18364.70","18339.75","18357.25","152500.00"
"Thu May 11 2023 10:15:00 GMT+0530 (India Standard Time)","18359.80","18364.00","18346.75","18361.50","123450.00"
"Thu May 11 2023 10:25:00 GMT+0530 (India Standard Time)","18360.65","18370.00","18354.15","18365.30","116250.00"
"Thu May 11 2023 10:35:00 GMT+0530 (India Standard Time)","18365.30","18377.60","18365.30","18372.95","99850.00"
"Thu May 11 2023 10:45:00 GMT+0530 (India Standard Time)","18372.35","18380.00","18370.25","18375.30","79500.00"
"Thu May 11 2023 10:55:00 GMT+0530 (India Standard Time)","18376.50","18380.00","18358.00","18362.00","77500.00"
"Thu May 11 2023 11:05:00 GMT+0530 (India Standard Time)","18362.00","18370.00","18356.75","18365.00","63350.00"
"Thu May 11 2023 11:15:00 GMT+0530 (India Standard Time)","18365.00","18374.85","18360.25","18367.65","32500.00"
"Thu May 11 2023 11:25:00 GMT+0530 (India Standard Time)","18367.65","18371.15","18359.00","18360.40","25650.00"
"Thu May 11 2023 11:35:00 GMT+0530 (India Standard Time)","18361.00","18367.00","18346.00","18359.95","67300.00"
"Thu May 11 2023 11:45:00 GMT+0530 (India Standard Time)","18359.95","18360.00","18333.05","18341.95","103250.00"
"Thu May 11 2023 11:55:00 GMT+0530 (India Standard Time)","18341.95","18348.00","18329.80","18338.10","98950.00"
"Thu May 11 2023 12:05:00 GMT+0530 (India Standard Time)","18338.10","18345.00","18333.95","18338.65","59450.00"
"Thu May 11 2023 12:15:00 GMT+0530 (India Standard Time)","18336.40","18357.00","18336.05","18350.10","48850.00"
"Thu May 11 2023 12:25:00 GMT+0530 (India Standard Time)","18350.10","18363.20","18350.10","18359.90","42050.00"
"Thu May 11 2023 12:35:00 GMT+0530 (India Standard Time)","18359.90","18362.00","18340.35","18344.00","41450.00"
"Thu May 11 2023 12:45:00 GMT+0530 (India Standard Time)","18344.60","18352.90","18339.00","18349.00","58850.00"
"Thu May 11 2023 12:55:00 GMT+0530 (India Standard Time)","18349.05","18369.35","18348.40","18365.50","63300.00"
"Thu May 11 2023 13:05:00 GMT+0530 (India Standard Time)","18363.95","18374.50","18362.20","18363.50","90600.00"
