"Date","Open","High","Low","Close","Volume"
"Mon Apr 24 2023 11:35:00 GMT+0530 (India Standard Time)","17712.70","17713.75","17700.00","17704.10","28850.00"
"Mon Apr 24 2023 11:45:00 GMT+0530 (India Standard Time)","17704.10","17706.40","17694.05","17704.50","43400.00"
"Mon Apr 24 2023 11:55:00 GMT+0530 (India Standard Time)","17704.50","17714.50","17702.20","17709.95","29750.00"
"Mon Apr 24 2023 12:05:00 GMT+0530 (India Standard Time)","17709.95","17719.70","17709.95","17718.75","33650.00"
"Mon Apr 24 2023 12:15:00 GMT+0530 (India Standard Time)","17718.75","17723.95","17711.60","17722.55","30650.00"
"Mon Apr 24 2023 12:25:00 GMT+0530 (India Standard Time)","17723.50","17734.00","17720.75","17734.00","28050.00"
"Mon Apr 24 2023 12:35:00 GMT+0530 (India Standard Time)","17734.50","17738.55","17727.65","17732.00","32700.00"
"Mon Apr 24 2023 12:45:00 GMT+0530 (India Standard Time)","17732.00","17752.00","17732.00","17752.00","41150.00"
"Mon Apr 24 2023 12:55:00 GMT+0530 (India Standard Time)","17752.00","17760.55","17750.00","17752.90","54550.00"
"Mon Apr 24 2023 13:05:00 GMT+0530 (India Standard Time)","17753.95","17762.00","17743.25","17762.00","37300.00"
"Mon Apr 24 2023 13:15:00 GMT+0530 (India Standard Time)","17762.00","17780.00","17762.00","17776.30","90900.00"
"Mon Apr 24 2023 13:25:00 GMT+0530 (India Standard Time)","17776.30","17789.45","17763.80","17780.65","46950.00"
"Mon Apr 24 2023 13:35:00 GMT+0530 (India Standard Time)","17782.50","17800.00","17780.65","17793.00","58900.00"
"Mon Apr 24 2023 13:45:00 GMT+0530 (India Standard Time)","17793.00","17795.90","17776.65","17781.00","41300.00"
"Mon Apr 24 2023 13:55:00 GMT+0530 (India Standard Time)","17781.00","17792.80","17774.40","17790.85","46150.00"
"Mon Apr 24 2023 14:05:00 GMT+0530 (India Standard Time)","17790.85","17800.00","17788.45","17796.45","44850.00"
"Mon Apr 24 2023 14:15:00 GMT+0530 (India Standard Time)","17796.45","17799.85","17783.25","17794.00","31050.00"
"Mon Apr 24 2023 14:25:00 GMT+0530 (India Standard Time)","17794.00","17798.80","17783.75","17783.75","43500.00"
"Mon Apr 24 2023 14:35:00 GMT+0530 (India Standard Time)","17783.80","17800.00","17780.00","17791.00","58150.00"
"Mon Apr 24 2023 14:45:00 GMT+0530 (India Standard Time)","17791.00","17816.00","17790.00","17813.50","60100.00"
"Mon Apr 24 2023 14:55:00 GMT+0530 (India Standard Time)","17815.00","17824.35","17812.00","17815.75","71450.00"
"Mon Apr 24 2023 15:05:00 GMT+0530 (India Standard Time)","17815.05","17825.00","17809.30","17823.80","84150.00"
"Mon Apr 24 2023 15:15:00 GMT+0530 (India Standard Time)","17823.00","17829.65","17821.00","17829.00","60200.00"
"Mon Apr 24 2023 15:25:00 GMT+0530 (India Standard Time)","17828.00","17831.70","17825.10","17830.00","47050.00"
"Tue Apr 25 2023 09:15:00 GMT+0530 (India Standard Time)","17830.05","17830.10","17796.90","17807.65","143700.00"
"Tue Apr 25 2023 09:25:00 GMT+0530 (India Standard Time)","17808.35","17816.00","17802.00","17815.30","91750.00"
"Tue Apr 25 2023 09:35:00 GMT+0530 (India Standard Time)","17815.80","17823.40","17810.25","17819.00","66750.00"
"Tue Apr 25 2023 09:45:00 GMT+0530 (India Standard Time)","17819.00","17829.50","17811.00","17820.05","64050.00"
"Tue Apr 25 2023 09:55:00 GMT+0530 (India Standard Time)","17820.05","17826.00","17810.00","17822.90","47250.00"
"Tue Apr 25 2023 10:05:00 GMT+0530 (India Standard Time)","17822.90","17835.30","17814.80","17835.30","59600.00"
"Tue Apr 25 2023 10:15:00 GMT+0530 (India Standard Time)","17834.85","17841.85","17831.20","17834.80","88950.00"
"Tue Apr 25 2023 10:25:00 GMT+0530 (India Standard Time)","17836.00","17846.75","17833.55","17841.00","72900.00"
"Tue Apr 25 2023 10:35:00 GMT+0530 (India Standard Time)","17841.00","17853.95","17835.15","17849.15","102000.00"
"Tue Apr 25 2023 10:45:00 GMT+0530 (India Standard Time)","17849.15","17854.65","17845.00","17847.50","37650.00"
"Tue Apr 25 2023 10:55:00 GMT+0530 (India Standard Time)","17847.00","17851.45","17835.55","17842.75","49650.00"
"Tue Apr 25 2023 11:05:00 GMT+0530 (India Standard Time)","17842.95","17862.00","17841.95","17859.05","53500.00"
"Tue Apr 25 2023 11:15:00 GMT+0530 (India Standard Time)","17859.05","17868.45","17856.00","17867.70","60650.00"
"Tue Apr 25 2023 11:25:00 GMT+0530 (India Standard Time)","17867.95","17872.00","17861.25","17871.50","56600.00"
"Tue Apr 25 2023 11:35:00 GMT+0530 (India Standard Time)","17872.00","17872.00","17860.35","17862.30","60700.00"
"Tue Apr 25 2023 11:45:00 GMT+0530 (India Standard Time)","17862.00","17867.60","17856.15","17859.00","50500.00"
"Tue Apr 25 2023 11:55:00 GMT+0530 (India Standard Time)","17859.00","17865.80","17858.00","17860.00","55700.00"
"Tue Apr 25 2023 12:05:00 GMT+0530 (India Standard Time)","17860.00","17864.45","17846.70","17855.00","35050.00"
"Tue Apr 25 2023 12:15:00 GMT+0530 (India Standard Time)","17854.95","17857.90","17847.00","17848.00","31250.00"
"Tue Apr 25 2023 12:25:00 GMT+0530 (India Standard Time)","17849.00","17852.90","17831.65","17835.85","90050.00"
"Tue Apr 25 2023 12:35:00 GMT+0530 (India Standard Time)","17835.95","17839.75","17825.00","17825.00","58550.00"
"Tue Apr 25 2023 12:45:00 GMT+0530 (India Standard Time)","17825.10","17847.80","17825.00","17838.55","232400.00"
"Tue Apr 25 2023 12:55:00 GMT+0530 (India Standard Time)","17838.55","17852.30","17837.80","17844.05","35550.00"
"Tue Apr 25 2023 13:05:00 GMT+0530 (India Standard Time)","17847.00","17854.00","17836.45","17854.00","26700.00"
"Tue Apr 25 2023 13:15:00 GMT+0530 (India Standard Time)","17855.00","17859.00","17849.40","17849.50","43450.00"
"Tue Apr 25 2023 13:25:00 GMT+0530 (India Standard Time)","17853.15","17855.00","17848.00","17853.00","30900.00"
"Tue Apr 25 2023 13:35:00 GMT+0530 (India Standard Time)","17853.50","17865.45","17853.00","17863.00","47200.00"
"Tue Apr 25 2023 13:45:00 GMT+0530 (India Standard Time)","17865.00","17865.00","17822.95","17827.00","55650.00"
"Tue Apr 25 2023 13:55:00 GMT+0530 (India Standard Time)","17826.55","17850.00","17826.55","17850.00","44250.00"
"Tue Apr 25 2023 14:05:00 GMT+0530 (India Standard Time)","17852.95","17871.70","17848.40","17869.55","63850.00"
"Tue Apr 25 2023 14:15:00 GMT+0530 (India Standard Time)","17870.05","17889.50","17869.55","17880.70","114050.00"
"Tue Apr 25 2023 14:25:00 GMT+0530 (India Standard Time)","17880.70","17885.40","17872.00","17872.00","89400.00"
"Tue Apr 25 2023 14:35:00 GMT+0530 (India Standard Time)","17872.00","17884.00","17871.10","17879.85","69050.00"
"Tue Apr 25 2023 14:45:00 GMT+0530 (India Standard Time)","17878.00","17880.70","17865.00","17872.90","159350.00"
"Tue Apr 25 2023 14:55:00 GMT+0530 (India Standard Time)","17872.55","17875.00","17856.00","17861.35","111850.00"
"Tue Apr 25 2023 15:05:00 GMT+0530 (India Standard Time)","17862.80","17865.00","17848.25","17860.50","109250.00"
"Tue Apr 25 2023 15:15:00 GMT+0530 (India Standard Time)","17860.50","17860.50","17842.10","17845.30","130750.00"
"Tue Apr 25 2023 15:25:00 GMT+0530 (India Standard Time)","17845.30","17851.00","17843.25","17845.00","69400.00"
"Wed Apr 26 2023 09:15:00 GMT+0530 (India Standard Time)","17831.95","17840.00","17808.35","17821.15","156400.00"
"Wed Apr 26 2023 09:25:00 GMT+0530 (India Standard Time)","17821.15","17823.00","17801.00","17802.05","152100.00"
"Wed Apr 26 2023 09:35:00 GMT+0530 (India Standard Time)","17802.10","17812.30","17800.45","17804.40","248900.00"
"Wed Apr 26 2023 09:45:00 GMT+0530 (India Standard Time)","17804.40","17804.40","17790.55","17794.00","92750.00"
"Wed Apr 26 2023 09:55:00 GMT+0530 (India Standard Time)","17797.10","17819.45","17794.00","17817.00","110100.00"
"Wed Apr 26 2023 10:05:00 GMT+0530 (India Standard Time)","17817.50","17835.00","17816.00","17829.95","106700.00"
"Wed Apr 26 2023 10:15:00 GMT+0530 (India Standard Time)","17830.00","17842.90","17828.00","17841.15","107900.00"
"Wed Apr 26 2023 10:25:00 GMT+0530 (India Standard Time)","17841.00","17845.00","17836.00","17839.00","117500.00"
"Wed Apr 26 2023 10:35:00 GMT+0530 (India Standard Time)","17838.85","17844.00","17830.00","17836.60","120550.00"
"Wed Apr 26 2023 10:45:00 GMT+0530 (India Standard Time)","17836.65","17840.00","17828.10","17839.60","73650.00"
"Wed Apr 26 2023 10:55:00 GMT+0530 (India Standard Time)","17839.75","17849.00","17831.65","17849.00","64650.00"
"Wed Apr 26 2023 11:05:00 GMT+0530 (India Standard Time)","17848.45","17858.00","17847.65","17854.60","121050.00"
"Wed Apr 26 2023 11:15:00 GMT+0530 (India Standard Time)","17854.45","17861.90","17850.35","17851.75","73000.00"
"Wed Apr 26 2023 11:25:00 GMT+0530 (India Standard Time)","17854.55","17859.95","17850.80","17857.70","61450.00"
"Wed Apr 26 2023 11:35:00 GMT+0530 (India Standard Time)","17857.70","17859.00","17851.00","17855.00","63800.00"
"Wed Apr 26 2023 11:45:00 GMT+0530 (India Standard Time)","17855.60","17862.00","17851.00","17857.90","46150.00"
"Wed Apr 26 2023 11:55:00 GMT+0530 (India Standard Time)","17856.25","17869.40","17855.00","17866.00","65800.00"
"Wed Apr 26 2023 12:05:00 GMT+0530 (India Standard Time)","17866.55","17867.95","17851.40","17851.40","47350.00"
"Wed Apr 26 2023 12:15:00 GMT+0530 (India Standard Time)","17851.40","17865.00","17850.00","17861.40","109400.00"
"Wed Apr 26 2023 12:25:00 GMT+0530 (India Standard Time)","17864.00","17875.00","17861.65","17870.00","55500.00"
"Wed Apr 26 2023 12:35:00 GMT+0530 (India Standard Time)","17872.00","17888.65","17870.05","17880.00","92350.00"
"Wed Apr 26 2023 12:45:00 GMT+0530 (India Standard Time)","17880.85","17881.65","17862.25","17866.25","110000.00"
"Wed Apr 26 2023 12:55:00 GMT+0530 (India Standard Time)","17867.00","17867.15","17852.00","17854.20","94850.00"
"Wed Apr 26 2023 13:05:00 GMT+0530 (India Standard Time)","17856.70","17864.35","17852.00","17854.40","51850.00"
"Wed Apr 26 2023 13:15:00 GMT+0530 (India Standard Time)","17854.40","17860.50","17840.00","17841.00","235050.00"
"Wed Apr 26 2023 13:25:00 GMT+0530 (India Standard Time)","17843.70","17871.80","17840.05","17856.70","107200.00"
"Wed Apr 26 2023 13:35:00 GMT+0530 (India Standard Time)","17860.00","17860.65","17850.65","17852.00","58050.00"
"Wed Apr 26 2023 13:45:00 GMT+0530 (India Standard Time)","17852.00","17868.00","17852.00","17865.00","48900.00"
"Wed Apr 26 2023 13:55:00 GMT+0530 (India Standard Time)","17865.00","17872.95","17863.00","17870.00","59750.00"
"Wed Apr 26 2023 14:05:00 GMT+0530 (India Standard Time)","17872.70","17878.70","17862.05","17878.70","83650.00"
"Wed Apr 26 2023 14:15:00 GMT+0530 (India Standard Time)","17878.75","17882.95","17860.05","17861.90","79700.00"
"Wed Apr 26 2023 14:25:00 GMT+0530 (India Standard Time)","17862.00","17869.90","17857.00","17861.30","54600.00"
"Wed Apr 26 2023 14:35:00 GMT+0530 (India Standard Time)","17861.30","17868.00","17855.05","17864.25","52700.00"
"Wed Apr 26 2023 14:45:00 GMT+0530 (India Standard Time)","17862.95","17869.95","17860.50","17862.05","72550.00"
"Wed Apr 26 2023 14:55:00 GMT+0530 (India Standard Time)","17864.55","17884.00","17858.20","17879.95","138100.00"
"Wed Apr 26 2023 15:05:00 GMT+0530 (India Standard Time)","17877.35","17900.00","17875.40","17897.95","430950.00"
"Wed Apr 26 2023 15:15:00 GMT+0530 (India Standard Time)","17896.10","17900.00","17885.60","17898.30","214950.00"
"Wed Apr 26 2023 15:25:00 GMT+0530 (India Standard Time)","17897.45","17899.60","17893.95","17894.50","167650.00"
"Thu Apr 27 2023 09:15:00 GMT+0530 (India Standard Time)","17889.65","17901.05","17870.35","17895.00","248250.00"
"Thu Apr 27 2023 09:25:00 GMT+0530 (India Standard Time)","17894.00","17904.40","17887.00","17894.20","168350.00"
"Thu Apr 27 2023 09:35:00 GMT+0530 (India Standard Time)","17895.75","17911.00","17879.30","17903.75","158350.00"
"Thu Apr 27 2023 09:45:00 GMT+0530 (India Standard Time)","17903.75","17916.25","17897.05","17915.45","103150.00"
"Thu Apr 27 2023 09:55:00 GMT+0530 (India Standard Time)","17915.30","17918.85","17909.40","17913.00","110350.00"
"Thu Apr 27 2023 10:05:00 GMT+0530 (India Standard Time)","17912.00","17915.50","17901.50","17904.65","92400.00"
"Thu Apr 27 2023 10:15:00 GMT+0530 (India Standard Time)","17905.00","17909.95","17899.05","17903.00","73250.00"
"Thu Apr 27 2023 10:25:00 GMT+0530 (India Standard Time)","17903.00","17922.95","17902.35","17921.00","85550.00"
"Thu Apr 27 2023 10:35:00 GMT+0530 (India Standard Time)","17920.00","17925.00","17912.00","17912.00","73100.00"
"Thu Apr 27 2023 10:45:00 GMT+0530 (India Standard Time)","17912.00","17915.00","17899.30","17910.60","95050.00"
"Thu Apr 27 2023 10:55:00 GMT+0530 (India Standard Time)","17910.60","17914.80","17907.00","17908.95","50500.00"
"Thu Apr 27 2023 11:05:00 GMT+0530 (India Standard Time)","17908.95","17919.95","17907.00","17914.35","83800.00"
"Thu Apr 27 2023 11:15:00 GMT+0530 (India Standard Time)","17914.20","17925.00","17911.95","17922.95","92750.00"
"Thu Apr 27 2023 11:25:00 GMT+0530 (India Standard Time)","17923.65","17934.40","17922.10","17932.00","117750.00"
"Thu Apr 27 2023 11:35:00 GMT+0530 (India Standard Time)","17933.00","17933.00","17922.00","17929.15","123850.00"
"Thu Apr 27 2023 11:45:00 GMT+0530 (India Standard Time)","17929.15","17939.00","17924.15","17938.35","166500.00"
"Thu Apr 27 2023 11:55:00 GMT+0530 (India Standard Time)","17938.25","17939.50","17933.00","17935.20","87800.00"
"Thu Apr 27 2023 12:05:00 GMT+0530 (India Standard Time)","17935.20","17939.00","17930.00","17931.15","86150.00"
"Thu Apr 27 2023 12:15:00 GMT+0530 (India Standard Time)","17933.40","17933.75","17920.20","17928.80","107450.00"
"Thu Apr 27 2023 12:25:00 GMT+0530 (India Standard Time)","17927.60","17937.00","17926.70","17933.75","85650.00"
"Thu Apr 27 2023 12:35:00 GMT+0530 (India Standard Time)","17933.75","17935.90","17925.05","17934.35","73750.00"
"Thu Apr 27 2023 12:45:00 GMT+0530 (India Standard Time)","17934.35","17941.35","17932.00","17935.30","104600.00"
"Thu Apr 27 2023 12:55:00 GMT+0530 (India Standard Time)","17935.30","17935.30","17923.00","17931.15","102000.00"
"Thu Apr 27 2023 13:05:00 GMT+0530 (India Standard Time)","17931.40","17936.75","17923.15","17935.00","73600.00"
"Thu Apr 27 2023 13:15:00 GMT+0530 (India Standard Time)","17936.85","17962.00","17935.45","17956.85","232400.00"
"Thu Apr 27 2023 13:25:00 GMT+0530 (India Standard Time)","17956.00","17966.45","17952.00","17960.25","211700.00"
"Thu Apr 27 2023 13:35:00 GMT+0530 (India Standard Time)","17962.60","17965.40","17955.50","17960.00","115550.00"
"Thu Apr 27 2023 13:45:00 GMT+0530 (India Standard Time)","17959.95","17964.85","17952.65","17956.95","102950.00"
"Thu Apr 27 2023 13:55:00 GMT+0530 (India Standard Time)","17956.95","17967.90","17954.80","17964.40","205750.00"
"Thu Apr 27 2023 14:05:00 GMT+0530 (India Standard Time)","17964.80","17965.60","17960.00","17960.35","107900.00"
"Thu Apr 27 2023 14:15:00 GMT+0530 (India Standard Time)","17960.50","17961.00","17934.60","17949.30","217100.00"
"Thu Apr 27 2023 14:25:00 GMT+0530 (India Standard Time)","17949.60","17962.55","17941.60","17960.45","123550.00"
"Thu Apr 27 2023 14:35:00 GMT+0530 (India Standard Time)","17960.80","17978.20","17958.60","17978.20","231950.00"
"Thu Apr 27 2023 14:45:00 GMT+0530 (India Standard Time)","17978.30","17982.00","17959.00","17964.80","296900.00"
"Thu Apr 27 2023 14:55:00 GMT+0530 (India Standard Time)","17964.70","17978.15","17960.55","17973.55","296750.00"
"Thu Apr 27 2023 15:05:00 GMT+0530 (India Standard Time)","17974.50","17999.00","17972.25","17997.55","420650.00"
"Thu Apr 27 2023 15:15:00 GMT+0530 (India Standard Time)","17997.35","17999.95","17990.10","17998.55","558150.00"
"Thu Apr 27 2023 15:25:00 GMT+0530 (India Standard Time)","17998.50","18000.00","17990.20","17990.20","325750.00"
"Fri Apr 28 2023 09:15:00 GMT+0530 (India Standard Time)","18030.25","18049.00","17988.40","17992.20","663300.00"
"Fri Apr 28 2023 09:25:00 GMT+0530 (India Standard Time)","17993.45","18007.95","17985.60","18003.00","341300.00"
"Fri Apr 28 2023 09:35:00 GMT+0530 (India Standard Time)","18002.10","18006.00","17996.20","18001.60","133800.00"
"Fri Apr 28 2023 09:45:00 GMT+0530 (India Standard Time)","18002.10","18013.85","17993.85","18008.75","122900.00"
"Fri Apr 28 2023 09:55:00 GMT+0530 (India Standard Time)","18008.90","18010.35","17997.20","18000.00","75800.00"
"Fri Apr 28 2023 10:05:00 GMT+0530 (India Standard Time)","18001.00","18001.00","17966.00","17970.40","247300.00"
"Fri Apr 28 2023 10:15:00 GMT+0530 (India Standard Time)","17970.00","17986.00","17965.00","17985.05","169700.00"
"Fri Apr 28 2023 10:25:00 GMT+0530 (India Standard Time)","17985.05","17999.80","17983.25","17994.00","101800.00"
"Fri Apr 28 2023 10:35:00 GMT+0530 (India Standard Time)","17994.65","18004.00","17992.05","17996.60","86400.00"
"Fri Apr 28 2023 10:45:00 GMT+0530 (India Standard Time)","17996.60","18023.75","17993.00","18017.20","124450.00"
"Fri Apr 28 2023 10:55:00 GMT+0530 (India Standard Time)","18017.40","18035.00","18017.20","18032.00","135350.00"
"Fri Apr 28 2023 11:05:00 GMT+0530 (India Standard Time)","18032.00","18043.00","18031.55","18040.35","130700.00"
"Fri Apr 28 2023 11:15:00 GMT+0530 (India Standard Time)","18043.00","18044.70","18025.20","18034.85","92100.00"
"Fri Apr 28 2023 11:25:00 GMT+0530 (India Standard Time)","18034.00","18041.70","18028.00","18028.55","62300.00"
"Fri Apr 28 2023 11:35:00 GMT+0530 (India Standard Time)","18028.55","18044.70","18026.15","18043.65","71850.00"
"Fri Apr 28 2023 11:45:00 GMT+0530 (India Standard Time)","18043.65","18047.40","18037.00","18045.00","62100.00"
"Fri Apr 28 2023 11:55:00 GMT+0530 (India Standard Time)","18045.00","18048.85","18040.00","18044.05","144500.00"
"Fri Apr 28 2023 12:05:00 GMT+0530 (India Standard Time)","18044.05","18053.00","18042.50","18048.65","116800.00"
"Fri Apr 28 2023 12:15:00 GMT+0530 (India Standard Time)","18047.75","18052.00","18043.55","18047.85","89500.00"
"Fri Apr 28 2023 12:25:00 GMT+0530 (India Standard Time)","18048.55","18057.50","18044.05","18053.00","81250.00"
"Fri Apr 28 2023 12:35:00 GMT+0530 (India Standard Time)","18052.95","18060.00","18045.70","18053.70","74200.00"
"Fri Apr 28 2023 12:45:00 GMT+0530 (India Standard Time)","18054.20","18056.75","18036.00","18047.50","92800.00"
"Fri Apr 28 2023 12:55:00 GMT+0530 (India Standard Time)","18047.05","18052.50","18037.45","18047.70","90700.00"
"Fri Apr 28 2023 13:05:00 GMT+0530 (India Standard Time)","18048.95","18058.70","18045.00","18053.00","53850.00"
"Fri Apr 28 2023 13:15:00 GMT+0530 (India Standard Time)","18053.00","18062.80","18048.05","18057.15","72450.00"
"Fri Apr 28 2023 13:25:00 GMT+0530 (India Standard Time)","18056.95","18062.00","18042.20","18046.35","103450.00"
"Fri Apr 28 2023 13:35:00 GMT+0530 (India Standard Time)","18046.65","18053.85","18045.00","18050.20","59350.00"
"Fri Apr 28 2023 13:45:00 GMT+0530 (India Standard Time)","18050.00","18052.00","18040.15","18043.85","52950.00"
"Fri Apr 28 2023 13:55:00 GMT+0530 (India Standard Time)","18043.85","18063.90","18042.25","18053.35","94150.00"
"Fri Apr 28 2023 14:05:00 GMT+0530 (India Standard Time)","18053.80","18056.70","18040.15","18051.30","117450.00"
"Fri Apr 28 2023 14:15:00 GMT+0530 (India Standard Time)","18052.65","18053.15","18033.80","18038.05","110550.00"
"Fri Apr 28 2023 14:25:00 GMT+0530 (India Standard Time)","18038.50","18055.00","18028.70","18054.05","153250.00"
"Fri Apr 28 2023 14:35:00 GMT+0530 (India Standard Time)","18054.20","18065.50","18047.95","18065.00","154750.00"
"Fri Apr 28 2023 14:45:00 GMT+0530 (India Standard Time)","18063.35","18071.65","18060.20","18067.95","180800.00"
"Fri Apr 28 2023 14:55:00 GMT+0530 (India Standard Time)","18067.95","18103.95","18056.05","18102.50","355200.00"
"Fri Apr 28 2023 15:05:00 GMT+0530 (India Standard Time)","18102.75","18125.00","18098.70","18119.70","494950.00"
"Fri Apr 28 2023 15:15:00 GMT+0530 (India Standard Time)","18118.05","18128.50","18114.60","18116.15","442400.00"
"Fri Apr 28 2023 15:25:00 GMT+0530 (India Standard Time)","18115.90","18117.45","18111.05","18113.20","224150.00"
"Tue May 02 2023 09:15:00 GMT+0530 (India Standard Time)","18180.45","18212.55","18180.45","18202.00","1062700.00"
"Tue May 02 2023 09:25:00 GMT+0530 (India Standard Time)","18203.15","18242.00","18198.10","18229.15","439350.00"
"Tue May 02 2023 09:35:00 GMT+0530 (India Standard Time)","18227.10","18238.00","18226.10","18230.45","290550.00"
"Tue May 02 2023 09:45:00 GMT+0530 (India Standard Time)","18230.30","18235.75","18214.00","18220.60","200450.00"
"Tue May 02 2023 09:55:00 GMT+0530 (India Standard Time)","18220.60","18232.80","18216.00","18228.55","119650.00"
"Tue May 02 2023 10:05:00 GMT+0530 (India Standard Time)","18230.00","18247.25","18228.55","18236.30","195100.00"
"Tue May 02 2023 10:15:00 GMT+0530 (India Standard Time)","18235.05","18238.70","18224.00","18225.55","139400.00"
"Tue May 02 2023 10:25:00 GMT+0530 (India Standard Time)","18225.55","18227.80","18210.00","18222.60","149800.00"
"Tue May 02 2023 10:35:00 GMT+0530 (India Standard Time)","18223.00","18236.00","18219.25","18222.15","90900.00"
"Tue May 02 2023 10:45:00 GMT+0530 (India Standard Time)","18222.05","18229.80","18217.80","18225.60","52300.00"
"Tue May 02 2023 10:55:00 GMT+0530 (India Standard Time)","18225.60","18242.00","18220.15","18235.85","71300.00"
"Tue May 02 2023 11:05:00 GMT+0530 (India Standard Time)","18236.00","18237.70","18196.50","18203.70","169450.00"
"Tue May 02 2023 11:15:00 GMT+0530 (India Standard Time)","18204.75","18217.00","18198.60","18213.90","114900.00"
"Tue May 02 2023 11:25:00 GMT+0530 (India Standard Time)","18213.45","18225.20","18210.00","18223.10","78200.00"
"Tue May 02 2023 11:35:00 GMT+0530 (India Standard Time)","18223.30","18225.00","18215.65","18222.20","47200.00"
"Tue May 02 2023 11:45:00 GMT+0530 (India Standard Time)","18221.95","18229.95","18218.15","18223.60","46200.00"
"Tue May 02 2023 11:55:00 GMT+0530 (India Standard Time)","18225.00","18229.45","18218.00","18224.00","47200.00"
"Tue May 02 2023 12:05:00 GMT+0530 (India Standard Time)","18224.00","18235.00","18223.00","18233.00","165800.00"
"Tue May 02 2023 12:15:00 GMT+0530 (India Standard Time)","18232.00","18234.00","18215.55","18216.05","42600.00"
"Tue May 02 2023 12:25:00 GMT+0530 (India Standard Time)","18216.10","18230.55","18208.55","18229.95","72150.00"
"Tue May 02 2023 12:35:00 GMT+0530 (India Standard Time)","18229.95","18233.70","18220.60","18226.30","36400.00"
"Tue May 02 2023 12:45:00 GMT+0530 (India Standard Time)","18227.80","18233.60","18223.05","18228.15","41250.00"
"Tue May 02 2023 12:55:00 GMT+0530 (India Standard Time)","18228.15","18238.30","18225.90","18230.60","53400.00"
"Tue May 02 2023 13:05:00 GMT+0530 (India Standard Time)","18230.60","18244.50","18230.00","18238.00","51800.00"
"Tue May 02 2023 13:15:00 GMT+0530 (India Standard Time)","18238.00","18244.00","18230.00","18232.65","51150.00"
"Tue May 02 2023 13:25:00 GMT+0530 (India Standard Time)","18232.65","18234.95","18222.50","18226.35","50250.00"
"Tue May 02 2023 13:35:00 GMT+0530 (India Standard Time)","18226.35","18229.50","18217.95","18225.40","90450.00"
"Tue May 02 2023 13:45:00 GMT+0530 (India Standard Time)","18227.00","18236.60","18224.85","18230.80","69550.00"
"Tue May 02 2023 13:55:00 GMT+0530 (India Standard Time)","18230.25","18238.00","18228.95","18230.00","45200.00"
"Tue May 02 2023 14:05:00 GMT+0530 (India Standard Time)","18229.00","18237.90","18222.30","18234.40","56900.00"
"Tue May 02 2023 14:15:00 GMT+0530 (India Standard Time)","18234.40","18235.90","18222.00","18223.80","47250.00"
"Tue May 02 2023 14:25:00 GMT+0530 (India Standard Time)","18223.80","18242.00","18221.85","18234.25","75900.00"
"Tue May 02 2023 14:35:00 GMT+0530 (India Standard Time)","18235.00","18240.00","18225.25","18227.35","75450.00"
"Tue May 02 2023 14:45:00 GMT+0530 (India Standard Time)","18227.40","18232.60","18202.95","18225.50","131450.00"
"Tue May 02 2023 14:55:00 GMT+0530 (India Standard Time)","18223.20","18233.65","18210.95","18219.70","134550.00"
"Tue May 02 2023 15:05:00 GMT+0530 (India Standard Time)","18220.00","18229.90","18211.10","18212.30","208650.00"
"Tue May 02 2023 15:15:00 GMT+0530 (India Standard Time)","18213.10","18214.90","18201.00","18208.30","280100.00"
"Tue May 02 2023 15:25:00 GMT+0530 (India Standard Time)","18206.70","18211.70","18202.00","18202.00","189850.00"
"Wed May 03 2023 09:15:00 GMT+0530 (India Standard Time)","18154.90","18154.90","18121.75","18129.45","615150.00"
"Wed May 03 2023 09:25:00 GMT+0530 (India Standard Time)","18129.05","18141.95","18114.50","18132.20","341200.00"
"Wed May 03 2023 09:35:00 GMT+0530 (India Standard Time)","18131.80","18148.00","18130.65","18143.00","185250.00"
"Wed May 03 2023 09:45:00 GMT+0530 (India Standard Time)","18143.00","18153.00","18135.45","18151.00","199450.00"
"Wed May 03 2023 09:55:00 GMT+0530 (India Standard Time)","18151.00","18159.00","18144.65","18153.95","102000.00"
"Wed May 03 2023 10:05:00 GMT+0530 (India Standard Time)","18153.70","18156.55","18148.25","18151.40","72150.00"
"Wed May 03 2023 10:15:00 GMT+0530 (India Standard Time)","18154.00","18164.80","18151.10","18157.00","146200.00"
"Wed May 03 2023 10:25:00 GMT+0530 (India Standard Time)","18157.00","18165.00","18155.00","18163.00","51150.00"
"Wed May 03 2023 10:35:00 GMT+0530 (India Standard Time)","18163.00","18174.00","18160.10","18172.20","81550.00"
"Wed May 03 2023 10:45:00 GMT+0530 (India Standard Time)","18172.00","18180.00","18168.00","18170.10","138950.00"
"Wed May 03 2023 10:55:00 GMT+0530 (India Standard Time)","18170.10","18175.00","18160.30","18162.55","86650.00"
"Wed May 03 2023 11:05:00 GMT+0530 (India Standard Time)","18162.30","18163.35","18143.25","18143.75","142500.00"
"Wed May 03 2023 11:15:00 GMT+0530 (India Standard Time)","18144.30","18149.65","18141.10","18147.35","119550.00"
"Wed May 03 2023 11:25:00 GMT+0530 (India Standard Time)","18147.35","18153.60","18145.80","18153.25","42750.00"
"Wed May 03 2023 11:35:00 GMT+0530 (India Standard Time)","18153.25","18154.05","18136.10","18138.05","60650.00"
"Wed May 03 2023 11:45:00 GMT+0530 (India Standard Time)","18137.45","18147.90","18131.00","18142.65","107600.00"
